System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,GRShort,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn
Columbia River,Bonneville Lock & Dam,2005,72971,AgeClass_1.2,64751,4,1,2,1.2,4_2,42,2001,64751,2003,80051,80.89,114934,0.696
Columbia River,Bonneville Lock & Dam,2005,72971,AgeClass_2.1,783,4,2,1,2.1,4_3,43,2001,783,2004,80051,0.98,114934,0.696
Columbia River,Bonneville Lock & Dam,2005,72971,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2002,0,2003,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2005,72971,AgeClass_1.1,804,3,1,1,1.1,3_2,32,2002,804,2004,30479,2.64,49610,0.614
Columbia River,Bonneville Lock & Dam,2005,72971,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2003,0,2004,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1998,0,2002,32802,0,13218,2.482
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1999,0,2001,16813,0,17877,0.94
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1999,0,2002,16813,0,17877,0.94
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1999,0,2003,16813,0,17877,0.94
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2000,0,2001,136515,0,93398,1.462
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2000,0,2002,136515,0,93398,1.462
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_2.3,104,6,2,3,2.3,6_3,63,2000,104,2003,136515,0.08,93398,1.462
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2000,0,2004,136515,0,93398,1.462
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2001,0,2002,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_1.3,6815,5,1,3,1.3,5_2,52,2001,6815,2003,80051,8.51,114934,0.696
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_2.2,5359,5,2,2,2.2,5_3,53,2001,5359,2004,80051,6.69,114934,0.696
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_3.1,515,5,3,1,3.1,5_4,54,2001,515,2005,80051,0.64,114934,0.696
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2002,0,2003,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_1.2,23338,4,1,2,1.2,4_2,42,2002,23338,2004,30479,76.57,49610,0.614
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_2.1,734,4,2,1,2.1,4_3,43,2002,734,2005,30479,2.41,49610,0.614
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2003,0,2004,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_1.1,201,3,1,1,1.1,3_2,32,2003,201,2005,16645,1.21,39291,0.424
Columbia River,Bonneville Lock & Dam,2006,37066,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2004,0,2005,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1999,0,2003,16813,0,17877,0.94
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2000,0,2002,136515,0,93398,1.462
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2000,0,2003,136515,0,93398,1.462
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2000,0,2004,136515,0,93398,1.462
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2001,0,2002,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2001,0,2003,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_2.3,610,6,2,3,2.3,6_3,63,2001,610,2004,80051,0.76,114934,0.696
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2001,0,2005,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2002,0,2003,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_1.3,2665,5,1,3,1.3,5_2,52,2002,2665,2004,30479,8.74,49610,0.614
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_2.2,2660,5,2,2,2.2,5_3,53,2002,2660,2005,30479,8.73,49610,0.614
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2002,0,2006,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2003,0,2004,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_1.2,7226,4,1,2,1.2,4_2,42,2003,7226,2005,16645,43.41,39291,0.424
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_2.1,1482,4,2,1,2.1,4_3,43,2003,1482,2006,16645,8.9,39291,0.424
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2004,0,2005,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_1.1,9734,3,1,1,1.1,3_2,32,2004,9734,2006,217244,4.48,123291,1.762
Columbia River,Bonneville Lock & Dam,2007,24376,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2005,0,2006,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2000,0,2004,136515,0,93398,1.462
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2001,0,2003,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2001,0,2004,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2001,0,2005,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2002,0,2003,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2002,0,2004,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_2.3,278,6,2,3,2.3,6_3,63,2002,278,2005,30479,0.91,49610,0.614
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2002,0,2006,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2003,0,2004,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_1.3,1080,5,1,3,1.3,5_2,52,2003,1080,2005,16645,6.49,39291,0.424
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_2.2,6530,5,2,2,2.2,5_3,53,2003,6530,2006,16645,39.23,39291,0.424
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2003,0,2007,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2004,0,2005,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_1.2,186773,4,1,2,1.2,4_2,42,2004,186773,2006,217244,85.97,123291,1.762
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_2.1,3687,4,2,1,2.1,4_3,43,2004,3687,2007,217244,1.7,123291,1.762
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2005,0,2006,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_1.1,15260,3,1,1,1.1,3_2,32,2005,15260,2007,179140,8.52,72971,2.455
Columbia River,Bonneville Lock & Dam,2008,213607,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2006,0,2007,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2001,0,2005,80051,0,114934,0.696
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2002,0,2004,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2002,0,2005,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2002,0,2006,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2003,0,2004,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2003,0,2005,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_2.3,126,6,2,3,2.3,6_3,63,2003,126,2006,16645,0.76,39291,0.424
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2003,0,2007,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2004,0,2005,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_1.3,10593,5,1,3,1.3,5_2,52,2004,10593,2006,217244,4.88,123291,1.762
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_2.2,6457,5,2,2,2.2,5_3,53,2004,6457,2007,217244,2.97,123291,1.762
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2004,0,2008,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2005,0,2006,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_1.2,140752,4,1,2,1.2,4_2,42,2005,140752,2007,179140,78.57,72971,2.455
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_2.1,1758,4,2,1,2.1,4_3,43,2005,1758,2008,179140,0.98,72971,2.455
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2006,0,2007,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_1.1,18137,3,1,1,1.1,3_2,32,2006,18137,2008,405877,4.47,37066,10.95
Columbia River,Bonneville Lock & Dam,2009,177823,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2007,0,2008,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2002,0,2006,30479,0,49610,0.614
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2003,0,2005,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2003,0,2006,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2003,0,2007,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2004,0,2005,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2004,0,2006,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2004,0,2007,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2004,0,2008,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2005,0,2006,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_1.3,10030,5,1,3,1.3,5_2,52,2005,10030,2007,179140,5.6,72971,2.455
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_2.2,11156,5,2,2,2.2,5_3,53,2005,11156,2008,179140,6.23,72971,2.455
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2005,0,2009,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2006,0,2007,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_1.2,357747,4,1,2,1.2,4_2,42,2006,357747,2008,405877,88.14,37066,10.95
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_2.1,1413,4,2,1,2.1,4_3,43,2006,1413,2009,405877,0.35,37066,10.95
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2007,0,2008,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_1.1,6178,3,1,1,1.1,3_2,32,2007,6178,2009,142250,4.34,24376,5.836
Columbia River,Bonneville Lock & Dam,2010,386525,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2008,0,2009,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2003,0,2007,16645,0,39291,0.424
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2004,0,2006,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2004,0,2007,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2004,0,2008,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2005,0,2006,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2005,0,2007,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_2.3,184,6,2,3,2.3,6_3,63,2005,184,2008,179140,0.1,72971,2.455
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2005,0,2009,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2006,0,2007,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_1.3,20655,5,1,3,1.3,5_2,52,2006,20655,2008,405877,5.09,37066,10.95
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_2.2,7639,5,2,2,2.2,5_3,53,2006,7639,2009,405877,1.88,37066,10.95
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2006,0,2010,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2007,0,2008,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_1.2,120868,4,1,2,1.2,4_2,42,2007,120868,2009,142250,84.97,24376,5.836
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_2.1,3721,4,2,1,2.1,4_3,43,2007,3721,2010,142250,2.62,24376,5.836
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2008,0,2009,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_1.1,32729,3,1,1,1.1,3_2,32,2008,32729,2010,565794,5.78,213607,2.649
Columbia River,Bonneville Lock & Dam,2011,185796,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2009,0,2010,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2004,0,2008,217244,0,123291,1.762
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2005,0,2007,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2005,0,2008,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2005,0,2009,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2006,0,2007,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2006,0,2008,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2006,0,2009,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_3.2,286,6,3,2,3.2,6_4,64,2006,286,2010,405877,0.07,37066,10.95
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2007,0,2008,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_1.3,6391,5,1,3,1.3,5_2,52,2007,6391,2009,142250,4.49,24376,5.836
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_2.2,5092,5,2,2,2.2,5_3,53,2007,5092,2010,142250,3.58,24376,5.836
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2007,0,2011,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2008,0,2009,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_1.2,494616,4,1,2,1.2,4_2,42,2008,494616,2010,565794,87.42,213607,2.649
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_2.1,2475,4,2,1,2.1,4_3,43,2008,2475,2011,565794,0.44,213607,2.649
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2009,0,2010,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_1.1,6637,3,1,1,1.1,3_2,32,2009,6637,2011,132065,5.03,177823,0.743
Columbia River,Bonneville Lock & Dam,2012,515673,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2010,0,2011,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2005,0,2009,179140,0,72971,2.455
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2006,0,2008,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2006,0,2009,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2006,0,2010,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2007,0,2008,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2007,0,2009,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2007,0,2010,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2007,0,2011,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2008,0,2009,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_1.3,24784,5,1,3,1.3,5_2,52,2008,24784,2010,565794,4.38,213607,2.649
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_2.2,11190,5,2,2,2.2,5_3,53,2008,11190,2011,565794,1.98,213607,2.649
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2008,0,2012,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2009,0,2010,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_1.2,116445,4,1,2,1.2,4_2,42,2009,116445,2011,132065,88.17,177823,0.743
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_2.1,889,4,2,1,2.1,4_3,43,2009,889,2012,132065,0.67,177823,0.743
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2010,0,2011,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_1.1,32198,3,1,1,1.1,3_2,32,2010,32198,2012,580958,5.54,386525,1.503
Columbia River,Bonneville Lock & Dam,2013,185505,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2011,0,2012,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2006,0,2010,405877,0,37066,10.95
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2007,0,2009,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2007,0,2010,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2007,0,2011,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2008,0,2009,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2008,0,2010,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2008,0,2011,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2008,0,2012,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2009,0,2010,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_1.3,3675,5,1,3,1.3,5_2,52,2009,3675,2011,132065,2.78,177823,0.743
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_2.2,4419,5,2,2,2.2,5_3,53,2009,4419,2012,132065,3.35,177823,0.743
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2009,0,2013,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2010,0,2011,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_1.2,518152,4,1,2,1.2,4_2,42,2010,518152,2012,580958,89.19,386525,1.503
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_2.1,433,4,2,1,2.1,4_3,43,2010,433,2013,580958,0.07,386525,1.503
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2011,0,2012,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_1.1,87497,3,1,1,1.1,3_2,32,2011,87497,2013,605785,14.44,185796,3.26
Columbia River,Bonneville Lock & Dam,2014,614179,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2012,0,2013,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2007,0,2011,142250,0,24376,5.836
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2008,0,2010,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2008,0,2011,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2008,0,2012,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2009,0,2010,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2009,0,2011,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2009,0,2012,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2009,0,2013,132065,0,177823,0.743
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2010,0,2011,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_1.3,28086,5,1,3,1.3,5_2,52,2010,28086,2012,580958,4.83,386525,1.503
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_2.2,2089,5,2,2,2.2,5_3,53,2010,2089,2013,580958,0.36,386525,1.503
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2010,0,2014,580958,0,386525,1.503
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2011,0,2012,605785,0,185796,3.26
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_1.2,478970,4,1,2,1.2,4_2,42,2011,478970,2013,605785,79.07,185796,3.26
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_2.1,869,4,2,1,2.1,4_3,43,2011,869,2014,605785,0.14,185796,3.26
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2012,0,2013,334999,0,515673,0.65
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_1.1,692,3,1,1,1.1,3_2,32,2012,692,2014,334999,0.21,515673,0.65
Columbia River,Bonneville Lock & Dam,2015,510706,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2013,0,2014,51655,0,185505,0.278
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2008,0,2012,565794,0,213607,2.649
Columbia River,Bonneville Lock & Dam,2016,342498,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2009,0,2011,132065,0,177823,0.743
