System,River,BroodYear,Age,MarineEntryYear,ReturnYear,ReturnsByAge,Label,Euro,GR,Perc_Med,FW_Winters,Mar_Winters,MarineEntryOffset_BrYr,MarineEntryOffset_RetYr,Total_Spawners_BroodYear
Bristol Bay,Egegik,2003,4,2005,2007,2026114.43,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1150000
Bristol Bay,Egegik,2002,5,2005,2007,3253789.96,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1036092
Bristol Bay,Egegik,2001,6,2004,2007,2060480.3699999999,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,968872
Bristol Bay,Egegik,2005,3,2007,2008,4350.03,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1621734
Bristol Bay,Egegik,2004,4,2006,2008,2829654.25,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1290000
Bristol Bay,Egegik,2003,5,2006,2008,4479426.5,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1150000
Bristol Bay,Egegik,2002,6,2005,2008,513699.94,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1036092
Bristol Bay,Egegik,2006,3,2008,2009,7819.5,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1465158
Bristol Bay,Egegik,2005,4,2007,2009,507654.52999999997,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1621734
Bristol Bay,Egegik,2004,5,2007,2009,9484515.6,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1290000
Bristol Bay,Egegik,2003,6,2006,2009,2269681.32,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1150000
Bristol Bay,Egegik,2007,3,2009,2010,8768.6,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1430000
Bristol Bay,Egegik,2006,4,2008,2010,266104.39,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1465158
Bristol Bay,Egegik,2005,5,2008,2010,3069270.1799999997,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1621734
Bristol Bay,Egegik,2004,6,2007,2010,1794293.95,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1290000
Bristol Bay,Egegik,2008,3,2010,2011,317.09,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1260000
Bristol Bay,Egegik,2007,4,2009,2011,124956.26999999999,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1430000
Bristol Bay,Egegik,2006,5,2009,2011,1886280.14,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1465158
Bristol Bay,Egegik,2005,6,2008,2011,2584848.56,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1621734
Bristol Bay,Egegik,2009,3,2011,2012,5486.43,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1150000
Bristol Bay,Egegik,2008,4,2010,2012,689719.11,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1260000
Bristol Bay,Egegik,2007,5,2010,2012,3809297.87,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1430000
Bristol Bay,Egegik,2006,6,2009,2012,1402219.54,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1465158
Bristol Bay,Egegik,2010,3,2012,2013,10191.84,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,927000
Bristol Bay,Egegik,2009,4,2011,2013,427433.35,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1150000
Bristol Bay,Egegik,2008,5,2011,2013,2197334.3299999996,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1260000
Bristol Bay,Egegik,2007,6,2010,2013,2479243.1,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1430000
Bristol Bay,Egegik,2011,3,2013,2014,43760.45,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,961200
Bristol Bay,Egegik,2010,4,2012,2014,812889.75,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,927000
Bristol Bay,Egegik,2009,5,2012,2014,3260432.31,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1150000
Bristol Bay,Egegik,2008,6,2011,2014,944065.11,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1260000
Bristol Bay,Egegik,2012,3,2014,2015,38196.99,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1230000
Bristol Bay,Egegik,2011,4,2013,2015,979654.83,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,961200
Bristol Bay,Egegik,2010,5,2013,2015,6675252.430000001,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,927000
Bristol Bay,Egegik,2009,6,2012,2015,814468.51,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1150000
Bristol Bay,Egegik,2013,3,2015,2016,162141.36,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1110000
Bristol Bay,Egegik,2012,4,2014,2016,2330663.34,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1230000
Bristol Bay,Egegik,2011,5,2014,2016,4998904.9,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,961200
Bristol Bay,Egegik,2010,6,2013,2016,2400139.66,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,927000
Bristol Bay,Egegik,2014,3,2016,2017,102285.98,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1380000
Bristol Bay,Egegik,2013,4,2015,2017,2947640.6999999997,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1110000
Bristol Bay,Egegik,2012,5,2015,2017,6056726.57,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1230000
Bristol Bay,Egegik,2011,6,2014,2017,3321528.97,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,961200
Bristol Bay,Egegik,2015,3,2017,2018,295277.62,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2160792
Bristol Bay,Egegik,2014,4,2016,2018,2230346.15,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1380000
Bristol Bay,Egegik,2013,5,2016,2018,2415083.25,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1110000
Bristol Bay,Egegik,2012,6,2015,2018,1143945.6600000001,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1230000
Bristol Bay,Egegik,2016,3,2018,2019,29390.89,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1837260
Bristol Bay,Egegik,2015,4,2017,2019,11620432.49,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,2160792
Bristol Bay,Egegik,2014,5,2017,2019,3286205.69,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1380000
Bristol Bay,Egegik,2013,6,2016,2019,495706.81,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1110000
Bristol Bay,Egegik,2017,3,2019,2020,181713.58,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2600982
Bristol Bay,Egegik,2016,4,2018,2020,1942607.26,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1837260
Bristol Bay,Egegik,2015,5,2018,2020,13273276.219999999,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,2160792
Bristol Bay,Egegik,2014,6,2017,2020,199621.47999999998,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1380000
Bristol Bay,Egegik,2018,3,2020,2021,294139.35,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1608354
Bristol Bay,Egegik,2017,4,2019,2021,4295097.99,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,2600982
Bristol Bay,Egegik,2016,5,2019,2021,2499149.1300000004,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1837260
Bristol Bay,Egegik,2015,6,2018,2021,279852.89,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,2160792
Bristol Bay,Egegik,2019,3,2021,2022,36671.88,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2340000
Bristol Bay,Egegik,2018,4,2020,2022,5970094.83,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1608354
Bristol Bay,Egegik,2017,5,2020,2022,11404282.39,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,2600982
Bristol Bay,Egegik,2016,6,2019,2022,740798.53,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1837260
Bristol Bay,Egegik,2020,3,2022,2023,91287.91,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2389728
Bristol Bay,Egegik,2019,4,2021,2023,405912.19999999995,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,2340000
Bristol Bay,Egegik,2018,5,2021,2023,7458972.46,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1608354
Bristol Bay,Egegik,2017,6,2020,2023,6858131.4399999995,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,2600982
Bristol Bay,Egegik,2021,3,2023,2024,20734.54,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1832196
Bristol Bay,Egegik,2020,4,2022,2024,2742915.23,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,2389728
Bristol Bay,Egegik,2019,5,2022,2024,1249905.41,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,2340000
Bristol Bay,Egegik,2018,6,2021,2024,607678.82,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1608354
Bristol Bay,Egegik,2022,3,2024,2025,89278.87,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1786152
Bristol Bay,Egegik,2021,4,2023,2025,826867.02,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1832196
Bristol Bay,Egegik,2020,5,2023,2025,7335551.33,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,2389728
Bristol Bay,Egegik,2019,6,2022,2025,668401.6200000001,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,2340000
Bristol Bay,Igushik,1960,3,1961,1963,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,NA
Bristol Bay,Igushik,1959,4,1961,1963,75778.79,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,NA
Bristol Bay,Igushik,1958,5,1960,1963,51358.9,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,NA
Bristol Bay,Igushik,1957,6,1960,1963,9213.01,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,NA
Bristol Bay,Igushik,1961,3,1962,1964,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,NA
Bristol Bay,Igushik,1960,4,1962,1964,41912.07,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,NA
Bristol Bay,Igushik,1959,5,1961,1964,135653.74,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,NA
Bristol Bay,Igushik,1958,6,1961,1964,13488.28,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,NA
Bristol Bay,Igushik,1962,3,1963,1965,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,NA
Bristol Bay,Igushik,1961,4,1963,1965,28451.539999999997,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,NA
Bristol Bay,Igushik,1960,5,1962,1965,252607.88,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,NA
Bristol Bay,Igushik,1959,6,1962,1965,16193.67,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,NA
Bristol Bay,Igushik,1963,3,1964,1966,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,92184
Bristol Bay,Igushik,1962,4,1964,1966,17670.98,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,NA
Bristol Bay,Igushik,1961,5,1963,1966,262777.14,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,NA
Bristol Bay,Igushik,1960,6,1963,1966,29630.3,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,NA
Bristol Bay,Igushik,1964,3,1965,1967,104.71,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,128532
Bristol Bay,Igushik,1963,4,1965,1967,196849.74,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,92184
Bristol Bay,Igushik,1962,5,1964,1967,205905.21000000002,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,NA
Bristol Bay,Igushik,1961,6,1964,1967,9513.93,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,NA
Bristol Bay,Igushik,1965,3,1966,1968,299.1,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,180840
Bristol Bay,Igushik,1964,4,1966,1968,125081.28,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,128532
Bristol Bay,Igushik,1963,5,1965,1968,159764.07,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,92184
Bristol Bay,Igushik,1962,6,1965,1968,5541.26,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,NA
Bristol Bay,Igushik,1966,3,1967,1969,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,206360
Bristol Bay,Igushik,1965,4,1967,1969,319406.43,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,180840
Bristol Bay,Igushik,1964,5,1966,1969,428996.49,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,128532
Bristol Bay,Igushik,1963,6,1966,1969,11591.31,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,92184
Bristol Bay,Igushik,1967,3,1968,1970,356.18,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,281772
Bristol Bay,Igushik,1966,4,1968,1970,54400.73,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,206360
Bristol Bay,Igushik,1965,5,1967,1970,438371.69,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,180840
Bristol Bay,Igushik,1964,6,1967,1970,28877.01,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,128532
Bristol Bay,Igushik,1968,3,1969,1971,451.83,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,194508
Bristol Bay,Igushik,1967,4,1969,1971,43908.68,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,281772
Bristol Bay,Igushik,1966,5,1968,1971,238028.38999999998,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,206360
Bristol Bay,Igushik,1965,6,1968,1971,52842.31,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,180840
Bristol Bay,Igushik,1969,3,1970,1972,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,512328
Bristol Bay,Igushik,1968,4,1970,1972,48616.759999999995,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,194508
Bristol Bay,Igushik,1967,5,1969,1972,70744.56,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,281772
Bristol Bay,Igushik,1966,6,1969,1972,8603.58,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,206360
Bristol Bay,Igushik,1970,3,1971,1973,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,370920
Bristol Bay,Igushik,1969,4,1971,1973,918.01,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,512328
Bristol Bay,Igushik,1968,5,1970,1973,102251.69,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,194508
Bristol Bay,Igushik,1967,6,1970,1973,10735.43,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,281772
Bristol Bay,Igushik,1971,3,1972,1974,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,210960
Bristol Bay,Igushik,1970,4,1972,1974,37408.14,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,370920
Bristol Bay,Igushik,1969,5,1971,1974,385586.8,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,512328
Bristol Bay,Igushik,1968,6,1971,1974,7602.45,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,194508
Bristol Bay,Igushik,1972,3,1973,1975,92.91,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,60018
Bristol Bay,Igushik,1971,4,1973,1975,59570.54,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,210960
Bristol Bay,Igushik,1970,5,1972,1975,207555.85,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,370920
Bristol Bay,Igushik,1969,6,1972,1975,90217.42000000001,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,512328
Bristol Bay,Igushik,1973,3,1974,1976,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,59508
Bristol Bay,Igushik,1972,4,1974,1976,94683.76,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,60018
Bristol Bay,Igushik,1971,5,1973,1976,170854.17,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,210960
Bristol Bay,Igushik,1970,6,1973,1976,42459.4,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,370920
Bristol Bay,Igushik,1974,3,1975,1977,49.19,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,358752
Bristol Bay,Igushik,1973,4,1975,1977,18519.550000000003,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,59508
Bristol Bay,Igushik,1972,5,1974,1977,122463.72,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,60018
Bristol Bay,Igushik,1971,6,1974,1977,28990.39,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,210960
Bristol Bay,Igushik,1975,3,1976,1978,134.24,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,241086
Bristol Bay,Igushik,1974,4,1976,1978,415708.26,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,358752
Bristol Bay,Igushik,1973,5,1975,1978,414553.54000000004,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,59508
Bristol Bay,Igushik,1972,6,1975,1978,14809.079999999998,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,60018
Bristol Bay,Igushik,1976,3,1977,1979,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,186120
Bristol Bay,Igushik,1975,4,1977,1979,543521.46,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,241086
Bristol Bay,Igushik,1974,5,1976,1979,830017.6,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,358752
Bristol Bay,Igushik,1973,6,1976,1979,18926.67,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,59508
Bristol Bay,Igushik,1977,3,1978,1980,773.45,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,95970
Bristol Bay,Igushik,1976,4,1978,1980,417088.85000000003,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,186120
Bristol Bay,Igushik,1975,5,1977,1980,1954263.85,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,241086
Bristol Bay,Igushik,1974,6,1977,1980,21354.84,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,358752
Bristol Bay,Igushik,1978,3,1979,1981,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,536154
Bristol Bay,Igushik,1977,4,1979,1981,177583.65,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,95970
Bristol Bay,Igushik,1976,5,1978,1981,847563.35,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,186120
Bristol Bay,Igushik,1975,6,1978,1981,312983.81,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,241086
Bristol Bay,Igushik,1979,3,1980,1982,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,859560
Bristol Bay,Igushik,1978,4,1980,1982,36010.97,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,536154
Bristol Bay,Igushik,1977,5,1979,1982,590908.23,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,95970
Bristol Bay,Igushik,1976,6,1979,1982,89818.09,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,186120
Bristol Bay,Igushik,1980,3,1981,1983,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,1987530
Bristol Bay,Igushik,1979,4,1981,1983,611508.34,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,859560
Bristol Bay,Igushik,1978,5,1980,1983,514491.26,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,536154
Bristol Bay,Igushik,1977,6,1980,1983,61160.83,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,95970
Bristol Bay,Igushik,1981,3,1982,1984,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,591144
Bristol Bay,Igushik,1980,4,1982,1984,14270.17,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,1987530
Bristol Bay,Igushik,1979,5,1981,1984,273749.16,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,859560
Bristol Bay,Igushik,1978,6,1981,1984,11772.7,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,536154
Bristol Bay,Igushik,1982,3,1983,1985,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,423768
Bristol Bay,Igushik,1981,4,1983,1985,243467.38,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,591144
Bristol Bay,Igushik,1980,5,1982,1985,388460.75,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,1987530
Bristol Bay,Igushik,1979,6,1982,1985,11218.3,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,859560
Bristol Bay,Igushik,1983,3,1984,1986,1151.04,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,180438
Bristol Bay,Igushik,1982,4,1984,1986,57391.71,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,423768
Bristol Bay,Igushik,1981,5,1983,1986,509525.89,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,591144
Bristol Bay,Igushik,1980,6,1983,1986,41072.25,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,1987530
Bristol Bay,Igushik,1984,3,1985,1987,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,184872
Bristol Bay,Igushik,1983,4,1985,1987,105984.42,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,180438
Bristol Bay,Igushik,1982,5,1984,1987,279808.26,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,423768
Bristol Bay,Igushik,1981,6,1984,1987,85651.99,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,591144
Bristol Bay,Igushik,1985,3,1986,1988,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,212454
Bristol Bay,Igushik,1984,4,1986,1988,30530.649999999998,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,184872
Bristol Bay,Igushik,1983,5,1985,1988,253312.76,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,180438
Bristol Bay,Igushik,1982,6,1985,1988,9408.07,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,423768
Bristol Bay,Igushik,1986,3,1987,1989,2705.28,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,307728
Bristol Bay,Igushik,1985,4,1987,1989,401790.4,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,212454
Bristol Bay,Igushik,1984,5,1986,1989,471442.98,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,184872
Bristol Bay,Igushik,1983,6,1986,1989,30656.18,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,180438
Bristol Bay,Igushik,1987,3,1988,1990,1606.63,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,169236
Bristol Bay,Igushik,1986,4,1988,1990,165962.67,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,307728
Bristol Bay,Igushik,1985,5,1987,1990,689303.1900000001,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,212454
Bristol Bay,Igushik,1984,6,1987,1990,19299.83,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,184872
Bristol Bay,Igushik,1988,3,1989,1991,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,170454
Bristol Bay,Igushik,1987,4,1989,1991,88176.96,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,169236
Bristol Bay,Igushik,1986,5,1988,1991,1508933.25,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,307728
Bristol Bay,Igushik,1985,6,1988,1991,47048.32,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,212454
Bristol Bay,Igushik,1989,3,1990,1992,144.84,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,462000
Bristol Bay,Igushik,1988,4,1990,1992,105973.28,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,170454
Bristol Bay,Igushik,1987,5,1989,1992,340425.23,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,169236
Bristol Bay,Igushik,1986,6,1989,1992,22995.38,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,307728
Bristol Bay,Igushik,1990,3,1991,1993,211.35,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,366000
Bristol Bay,Igushik,1989,4,1991,1993,216190.86000000002,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,462000
Bristol Bay,Igushik,1988,5,1990,1993,485367.42,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,170454
Bristol Bay,Igushik,1987,6,1990,1993,15305.85,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,169236
Bristol Bay,Igushik,1991,3,1992,1994,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,756000
Bristol Bay,Igushik,1990,4,1992,1994,141314.04,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,366000
Bristol Bay,Igushik,1989,5,1991,1994,741957.11,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,462000
Bristol Bay,Igushik,1988,6,1991,1994,23557.12,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,170454
Bristol Bay,Igushik,1992,3,1993,1995,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,304920
Bristol Bay,Igushik,1991,4,1993,1995,171858.29,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,756000
Bristol Bay,Igushik,1990,5,1992,1995,979075.65,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,366000
Bristol Bay,Igushik,1989,6,1992,1995,33490.87,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,462000
Bristol Bay,Igushik,1993,3,1994,1996,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,406000
Bristol Bay,Igushik,1992,4,1994,1996,33003.25,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,304920
Bristol Bay,Igushik,1991,5,1993,1996,800796.15,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,756000
Bristol Bay,Igushik,1990,6,1993,1996,108896.51,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,366000
Bristol Bay,Igushik,1994,3,1995,1997,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,445920
Bristol Bay,Igushik,1993,4,1995,1997,100425.51,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,406000
Bristol Bay,Igushik,1992,5,1994,1997,97048.67,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,304920
Bristol Bay,Igushik,1991,6,1994,1997,11284.36,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,756000
Bristol Bay,Igushik,1995,3,1996,1998,0,AgeClass_0.2,0.2,3_1,0,0,2,1,-2,473000
Bristol Bay,Igushik,1994,4,1996,1998,163636.99,AgeClass_1.2,1.2,4_2,24.31,1,2,2,-2,445920
Bristol Bay,Igushik,1993,5,1995,1998,252887.40000000002,AgeClass_1.3,1.3,5_2,65.98,1,3,2,-3,406000
Bristol Bay,Igushik,1992,6,1995,1998,9509.32,AgeClass_2.3,2.3,6_3,3.08,2,3,3,-3,304920
