,System,River,MarineEntryYear,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Juveniles_Marine_Entry
272,Bristol Bay,Kvichak,2008,0,0,1.93E-08,1768.020895,0,2910.882719,3663815.124,2701997.17,1879.05015,2.08E-06,3.29E-09,4527247.864,1754060.954,1159.048707,0,9.38E-09,6.42E-09,0,12654838.11
273,Bristol Bay,Kvichak,2009,0,0,5361.716356,2.17E-08,0,3.13E-09,1542519.616,1853138.55,5956.06097,0,3.13E-09,1197114.776,746953.2709,4285.173816,0,3.85E-09,2.87E-09,0,5355329.165
274,Bristol Bay,Kvichak,2010,0,0,0,0,0,0,2680276.849,1931316.275,30157.63953,0,24304.71102,6975694.854,2380396.53,15623.17165,0,289.7624279,259.524331,0,14038319.32
275,Bristol Bay,Kvichak,2011,0,0,302.9720125,0,0,0,741126.905,1002139.748,5283.878748,0,2521.160077,1247831.26,679367.62,0,0,9.28E-09,3.30E-09,0,3678573.544
276,Bristol Bay,Kvichak,2012,0,0,36.4918789,0,0,3046.775774,6056268.632,5544927.756,4.46E-09,0,11614.04552,9731029.159,1396185.011,4.46E-09,0,2560.653962,0,0,22745668.53
277,Bristol Bay,Kvichak,2013,0,7703.310303,0,0,0,4590.981761,2846068.64,2168999.191,48.7017993,8.599439427,87433.15915,13230425.14,851679.142,0,0,7908.089565,4.46E-09,0,19204864.95
278,Bristol Bay,Kvichak,2014,0,0,0,0,0,21301.02613,8590994.5,2635003.48,1907.511241,0,43950.34448,2573729.233,491949.8026,552.8580552,0,3730.049449,4.155219057,0,14363122.96
279,Bristol Bay,Kvichak,2015,0,0,0,0,0,2615.712111,3713931.2,2789273.853,13158.63319,0,3701.593327,397152.8164,143170.081,0,0,251.5439629,322.0223552,0,7063577.455
280,Bristol Bay,Kvichak,2016,0,0,0,0,1.05E-06,9832.296449,4484066.151,2072930.09,14260.01831,1.05E-06,2155.096028,38269.39043,32242.89814,0,0,0,5.947629746,0,6653761.888
281,Bristol Bay,Kvichak,2017,0,0,0,1.05E-06,1.04E-06,4226.637519,5743118.17,7068370.863,4889.166071,1.04E-06,4882.901279,71801.76127,3352.858346,0.000345916,0,0,0,1.05E-06,12900642.36
282,Bristol Bay,Kvichak,2018,0,0,1.05E-06,1.04E-06,1.02E-06,3010.936654,2659890.632,1895608.645,1138.639736,1.02E-06,0.352971301,119279.2357,243444.8015,1.04E-06,0,4.73E-09,1.05E-06,1.04E-06,4922373.243
283,Bristol Bay,Kvichak,2019,0,1.05E-06,1.04E-06,1.02E-06,NA,1510.990943,6164745.289,4963345.924,9247.416466,NA,4.73E-09,577513.2897,174283.2557,1759.499809,0,1.05E-06,1.04E-06,1.02E-06,11892405.67
284,Bristol Bay,Kvichak,2020,1.05E-06,1.04E-06,1.02E-06,NA,NA,12734.78653,6416570.52,5597038.683,NA,NA,8431.53745,2091249.882,1536242.241,NA,1.05E-06,677.3684658,1.02E-06,NA,15662945.02
285,Bristol Bay,Kvichak,2021,1.04E-06,1.02E-06,NA,NA,NA,1.04E-06,1233550.991,NA,NA,NA,1.04E-06,367103.9874,NA,NA,1.04E-06,119.9825714,NA,NA,1600774.961
286,Bristol Bay,Kvichak,2022,1.02E-06,NA,NA,NA,NA,11391.81674,NA,NA,NA,NA,2921.051918,NA,NA,NA,1.02E-06,NA,NA,NA,14312.86866
287,Bristol Bay,Kvichak,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
288,Bristol Bay,Kvichak,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
289,Bristol Bay,Kvichak,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
290,Bristol Bay,Kvichak,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
291,Bristol Bay,Kvichak,2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
292,Bristol Bay,Kvichak,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
293,Bristol Bay,Naknek,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
294,Bristol Bay,Naknek,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
295,Bristol Bay,Naknek,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
296,Bristol Bay,Naknek,1959,NA,NA,NA,0,0,NA,NA,NA,452.4967887,0,NA,NA,NA,225.0611596,NA,NA,NA,0,677.5579484
297,Bristol Bay,Naknek,1960,NA,NA,0,0,0,NA,NA,140335.0273,98.06365493,0,NA,NA,563156.1646,0,NA,NA,9.59E-08,0,703589.2556
298,Bristol Bay,Naknek,1961,NA,0,112.7209524,0,0,NA,486708.0462,230912.964,6.47E-09,0,NA,597027.8841,101204.3396,0,NA,812.8802861,1.25E-05,0,1416778.835
299,Bristol Bay,Naknek,1962,0,3.19E-08,6.47E-09,0,0,0,1072773.458,286245.4226,2.77E-09,0,7813.447911,532279.8829,266999.3014,1.84E-09,0,1666.429816,2792.632174,0,2170570.575
300,Bristol Bay,Naknek,1963,0,0,1.84E-09,0,0,0,112176.0526,971787.0127,7771.394869,0,4347.317476,549352.7438,1443356.301,1605.408792,0,6.47E-09,1.84E-09,0,3090396.232
301,Bristol Bay,Naknek,1964,0,0,2.70E-09,0,0,169.7181222,130455.4792,262140.7781,1575.418853,0,4331.493715,330857.293,721523.1854,1.97E-09,0,2521.762815,3.24E-09,0,1453575.129
302,Bristol Bay,Naknek,1965,0,0,2.38E-09,0,0,0,141943.7876,416187.2801,2.15E-09,0,5808.645684,396108.2978,303500.9417,0,0,1.62E-09,3444.179912,0,1266993.133
303,Bristol Bay,Naknek,1966,0,0,0,0,0,742.7519367,342531.1472,256174.0663,0,0,23215.30929,700969.8305,418189.5652,0,0,6576.201305,2.15E-09,0,1748398.872
304,Bristol Bay,Naknek,1967,0,2.15E-09,4.56E-09,4.15E-09,0,12877.18531,634432.3626,600345.0688,2.82E-08,0,34421.06939,1275540.209,309691.9341,0,0,6330.331196,4.56E-09,0,2873638.16
305,Bristol Bay,Naknek,1968,0,0,7.49E-09,1.42E-07,0,13371.02356,918492.7159,2573069.503,2999.753662,0,37063.76231,854534.6743,515515.3969,2.58E-09,0,4429.641804,6.66E-09,0,4919476.471
306,Bristol Bay,Naknek,1969,0,5.83E-09,2.57E-09,0,0,0,352459.4423,522756.8247,3.44E-09,0,2025.059015,209617.7494,485528.0389,518.5604461,0,5.83E-09,4.18E-09,0,1572905.675
307,Bristol Bay,Naknek,1970,0,0,1.46E-08,0,0,3584.572215,126410.3712,202856.8478,257.0203647,0,3786.909446,330689.3484,342019.3721,456.551926,0,2.25E-09,3.78E-09,0,1010060.993
308,Bristol Bay,Naknek,1971,0,0,0,0,0,2.24E-07,45888.7158,240153.2901,0,0,0,88011.45667,216580.3554,2.48E-09,0,2.89E-09,0,0,590633.818
309,Bristol Bay,Naknek,1972,0,0,0,0,0,597.4398173,161583.0055,281375.6964,0,0,4366.22469,837020.6783,1007864.579,3.01E-09,0,611.4709516,4.97E-09,0,2293419.094
310,Bristol Bay,Naknek,1973,0,0,2.48E-09,0,0,224.9247119,349683.813,630688.1348,1477.594883,0,17756.17979,1549927.842,504895.2067,0,0,2051.013258,6433.60652,0,3063138.316
311,Bristol Bay,Naknek,1974,0,1.96E-09,1257.406505,1.05E-08,0,2937.672627,228954.0188,397107.9963,5083.59842,0,17309.14678,1777139.503,1537578.392,25169.99264,0,17443.85814,1726.406916,0,4011707.993
312,Bristol Bay,Naknek,1975,0,2.29E-09,1.51E-09,0,0,0,610279.9943,715809.3116,3.82E-09,0,35045.75687,359615.2156,676508.798,2646.657169,0,1978.882272,9171.625733,0,2411056.241
313,Bristol Bay,Naknek,1976,0,0,0,0,0,1543.601127,253898.5734,393360.1935,1.69E-05,0,254.9323777,564688.7536,850378.2625,0,0,3617.877025,3689.641482,0,2071431.835
314,Bristol Bay,Naknek,1977,0,3.81E-09,3.84E-07,0,0,1028.9487,456699.1905,1630147.311,0,0,1832.32012,1103750.026,880689.5501,0,0,3.81E-09,2.08E-07,0,4074147.347
315,Bristol Bay,Naknek,1978,0,1.62E-07,4312.681277,0,0,4277.450543,1013492.778,4461321.039,24291.81039,0,11804.21181,1539430.164,1547265.508,4743.708537,0,7438.901255,4.17E-09,0,8618378.253
316,Bristol Bay,Naknek,1979,0,0,2.55E-09,0,0,4428.825809,788791.186,2456927.568,74909.35583,0,4422.767234,1950161.369,1520143.704,10680.39786,2.31E-08,4586.400377,0,0,6815051.573
317,Bristol Bay,Naknek,1980,0,0,4.45E-09,4.30E-09,0,393.05453,490173.6147,949602.2769,2206.204979,0,0,145843.8093,242958.8286,1393.629995,0,0,2940.612145,0,1835512.031
318,Bristol Bay,Naknek,1981,0,0,4.30E-09,0,0,8951.03737,1389278.693,1322933.664,5049.531934,0,9730.534698,631141.1125,704090.2279,3.93E-09,0,4.45E-09,1492.883451,0,4072667.685
319,Bristol Bay,Naknek,1982,0,0,3.93E-09,0,0,802.9160203,1059832.787,1633506.245,11988.32402,0,5950.055474,761179.3881,464176.5122,2.11E-09,0,958.3426384,3.93E-09,0,3938394.571
320,Bristol Bay,Naknek,1983,0,0,2.12E-09,2.48E-09,0,4917.33409,772537.9771,2360631.389,18750.7399,0,17348.80272,1344991.405,860503.6544,1501.5835,0,6069.797914,1499.410944,0,5388752.095
321,Bristol Bay,Naknek,1984,0,0,2.47E-09,2.19E-09,0,5105.335065,163880.6699,941344.9815,27630.39454,682.944487,5872.94093,592812.2004,943847.4768,4417.370207,0,2.11E-09,0,0,2685594.314
322,Bristol Bay,Naknek,1985,0,2.47E-09,2.19E-09,4.41E-09,0,2.10E-09,179535.9976,556011.8975,5897.079661,0,0,225871.8901,477076.065,7613.818652,0,2.47E-09,2.19E-09,0,1452006.749
323,Bristol Bay,Naknek,1986,2.46E-09,2.19E-09,1525.857515,3713.352925,0,248.5589362,513736.3026,827818.9655,12059.87252,0,7908.848447,351039.2631,382132.6574,4.70E-09,0,2.19E-09,4.40E-09,0,2100183.679
324,Bristol Bay,Naknek,1987,0,4.40E-09,5554.80522,3.85E-09,0,2109.991725,828787.4424,3274444.94,54935.12878,0,30951.34918,1575843.644,1527671.669,1429.620103,0,4.40E-09,4.69E-09,0,7301728.59
325,Bristol Bay,Naknek,1988,0,2660.29076,14665.40436,3069.008063,0,7751.94957,1858983.825,6684278.94,439131.495,742.8045169,31776.93659,1612753.364,1407689.148,37992.48784,4.38E-09,4.69E-09,3.85E-09,0,12101495.65
326,Bristol Bay,Naknek,1989,0,3.85E-09,4.55E-09,0,0,4.66E-09,369590.256,1244917.68,119538.6155,0,2489.480753,1219364.527,2484591.124,41844.90194,0,3.85E-09,8662.403046,0,5490998.988
327,Bristol Bay,Naknek,1990,0,4.54E-09,5.10E-09,4.94E-09,0,0,354737.9623,1120895.26,18881.1758,0,2471.607858,616859.4699,3148639.662,11303.96942,0,4.54E-09,5.10E-09,0,5273789.107
328,Bristol Bay,Naknek,1991,0,0,4.94E-09,5.99E-09,0,1191.78262,360910.2595,819386.6224,5.99E-09,0,31753.37205,780077.4298,716195.4008,3330.343681,0,5.10E-09,4.94E-09,0,2712845.211
329,Bristol Bay,Naknek,1992,0,2264.593666,5.99E-09,3.21E-09,0,5.10E-09,659726.8968,911101.4391,5004.68316,0,4535.829246,1406718.534,537975.152,3.21E-09,0,4.95E-09,5.99E-09,0,3527327.128
330,Bristol Bay,Naknek,1993,0,5.99E-09,5617.721394,5.42E-05,0,11436.80455,451505.3643,3533615.673,62714.27974,0,54894.24381,1531081.46,819654.025,16163.59968,0,2544.936312,3.21E-09,0,6489228.108
331,Bristol Bay,Naknek,1994,0,0,0.000441146,0,0,0,158742.825,751849.0237,11956.29408,0,2602.94848,139216.1712,424425.0786,1458.442903,0,3.21E-09,0.003609076,0,1490250.788
332,Bristol Bay,Naknek,1995,0,5.92E-05,2.28E-09,0,0,122.4589834,352180.9652,1121937.808,24034.42479,0,487.3689506,282464.8474,265278.3237,3.53E-09,0,0.003685071,1.52E-09,0,2046506.201
333,Bristol Bay,Naknek,1996,0,0,0,282.6998219,0,4949.923048,504530.8275,758141.9526,1696.198931,2.48E-09,14445.34467,430638.544,761444.593,0,1617.125808,3539.276146,3.53E-09,0,2481286.486
334,Bristol Bay,Naknek,1997,0,0,0,0,0,8708.225467,2425255.5,3130745.328,68798.09609,0,17068.57596,730718.8383,376373.3158,2742.556765,0,3.53E-09,2.08E-09,0,6760410.436
335,Bristol Bay,Naknek,1998,0,0,1330.835062,0,0,1386.142703,340634.5661,5591154.338,107358.6814,1.48E-09,502.1394684,117753.9995,172127.9458,3335.437346,0,2.08E-09,1.85E-09,0,6335584.085
336,Bristol Bay,Naknek,1999,0,0,0,0,0,0,97471.49744,899635.5403,15456.49202,0,0,49654.19153,379239.6547,2675.551978,0,1.85E-09,256.5380719,0,1444389.466
337,Bristol Bay,Naknek,2000,0,256.5380719,0,0,0,1064.66805,595642.3003,1957153.568,17915.99225,0,6840.812305,825499.8761,1604686.553,2229.29098,0,897.8832518,1.48E-09,142.8408964,5012330.323
338,Bristol Bay,Naknek,2001,0,0,317.2039186,0,0,0,713059.8881,1388588.216,14886.72674,0,1475.207934,553804.8603,742520.1729,2.69E-09,1.23E-09,4484.665395,3.74E-09,0,3419136.941
339,Bristol Bay,Naknek,2002,0,0,349.7967571,2.66E-09,0,2965.795458,1207028.865,6824908.778,79276.55998,0,7565.741408,707967.1217,927938.7272,1095.3672,0,3.74E-09,2.69E-09,0,9759096.752
340,Bristol Bay,Naknek,2003,0,0,2.66E-09,0,0,0,484233.3553,2926493.297,50778.73211,3419.838013,3.72E-09,453896.9017,454432.1177,3.25E-09,0,2.69E-09,1095.3672,0,4374349.609
341,Bristol Bay,Naknek,2004,0,0,0,3.32E-09,0,48568.92803,1471105.544,3683675.678,93383.78182,0,10587.79274,396239.3882,761311.6306,3.32E-09,0,1732.049803,4.87E-09,0,6466604.793
342,Bristol Bay,Naknek,2005,0,0,3.32E-09,0,0,8942.058903,3692037.193,7549811.975,279025.579,0,1829.335286,250688.4399,209237.6166,21791.88821,0,3.25E-09,3.32E-09,0,12013364.09
343,Bristol Bay,Naknek,2006,0,0,0,3.13E-09,0,0,986911.3369,1652172.792,15654.86972,0,3.25E-09,247183.1873,615269.0143,4966.552661,0,3.32E-09,0,0,3522157.753
344,Bristol Bay,Naknek,2007,0,0,3.13E-09,2.57E-09,0,36671.94716,1302924.771,2255794.85,24685.00168,0,3321.2007,979063.1916,665454.3808,1408.892367,0,1656.535047,0,0,5270980.77
345,Bristol Bay,Naknek,2008,0,0,994.304026,2.87E-09,0,50441.696,1657238.278,1928248.118,33266.28232,1168.680675,10574.39379,801427.1879,947784.8369,4193.92073,0,3.13E-09,5.15E-09,0,5435337.698
346,Bristol Bay,Naknek,2009,0,0,88.5176538,6.22E-09,0,17540.54925,1861894.759,1539525.305,31151.75992,0,18821.23183,717671.0662,499064.3615,1305.010657,0,2.58E-09,2552.984042,0,4689615.545
347,Bristol Bay,Naknek,2010,0,0,0,0,0,23086.89526,580269.3394,1595287.098,6352.105497,0,14339.35668,645374.1992,524183.9115,92.57666123,0,88.5176538,79.37141868,0,3389153.371
348,Bristol Bay,Naknek,2011,0,0,92.57666123,0,0,5414.946064,457482.2503,889893.7609,564.2259439,0,13079.86727,360751.128,688888.4057,0,0,5.19E-09,3.30E-09,0,2416167.161
349,Bristol Bay,Naknek,2012,0,0,0.146667309,0,0,97716.52038,3220884.811,2291356.322,1563.22081,0,5755.891185,396535.7606,157949.8621,1700.522886,0,3.30E-09,0,0,6173463.057
350,Bristol Bay,Naknek,2013,0,0,0,0,0,82430.97198,2215738.196,1311129.436,74.8001812,33.79735042,37968.61709,1371746.636,399926.543,0,0,0.444871232,4.46E-09,0,5419049.442
351,Bristol Bay,Naknek,2014,0,0,0,0,0,11744.1874,2391536.698,2012814.041,14097.79796,0,41339.2105,864071.6338,571249.2015,1967.883465,0,4.46E-09,65.39242106,0,5908886.045
352,Bristol Bay,Naknek,2015,0,0,0,0,0,61369.23716,2742095.407,3315114.735,3882.085911,0,5726.835848,616529.7099,369747.8246,0,0,12.75925349,540.2064519,0,7115018.801
353,Bristol Bay,Naknek,2016,0,0,0,0,1.05E-06,32824.06048,2955137.996,3159370.455,4.73E-09,1.05E-06,0,228371.8163,157853.5,0,0,0,7.460959556,0,6533565.288
354,Bristol Bay,Naknek,2017,0,0,0,1.05E-06,1.04E-06,38702.04339,5261676.351,7055600.987,67852.58643,1.04E-06,2345.881422,240535.0232,112679.1662,16599.20282,0,0,0,1.05E-06,12795991.24
355,Bristol Bay,Naknek,2018,0,0,1.05E-06,1.04E-06,1.01E-06,1204.876538,2594704.992,2014709.369,5293.190362,1.01E-06,0.682850196,282087.1013,437104.7222,1.04E-06,0,4.73E-09,1.05E-06,1.04E-06,5335104.934
356,Bristol Bay,Naknek,2019,0,1.05E-06,1.04E-06,1.01E-06,NA,57139.70966,4186127.645,2634429.636,86803.26291,NA,4.73E-09,423070.2695,325060.9837,0.002713235,0,1.05E-06,1.04E-06,1.01E-06,7712631.51
357,Bristol Bay,Naknek,2020,1.05E-06,1.04E-06,1.01E-06,NA,NA,27602.54037,2699792.583,4610666.96,NA,NA,7239.538148,783505.2188,754343.9104,NA,1.05E-06,712.5594597,1.01E-06,NA,8883863.31
358,Bristol Bay,Naknek,2021,1.04E-06,1.01E-06,NA,NA,NA,2534.026385,1164266.397,NA,NA,NA,4078.605599,242830.2197,NA,NA,1.04E-06,633.8043449,NA,NA,1414343.053
359,Bristol Bay,Naknek,2022,1.01E-06,NA,NA,NA,NA,34446.71341,NA,NA,NA,NA,1364.760491,NA,NA,NA,1.01E-06,NA,NA,NA,35811.47391
360,Bristol Bay,Naknek,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
361,Bristol Bay,Naknek,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
362,Bristol Bay,Naknek,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
363,Bristol Bay,Naknek,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
364,Bristol Bay,Naknek,2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
365,Bristol Bay,Naknek,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
366,Bristol Bay,Nushagak,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
367,Bristol Bay,Nushagak,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
368,Bristol Bay,Nushagak,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
369,Bristol Bay,Nushagak,1959,NA,NA,NA,1.25E-08,0,NA,NA,NA,1.26E-08,0,NA,NA,NA,0,NA,NA,NA,0,2.51E-08
370,Bristol Bay,Nushagak,1960,NA,NA,39869.80375,3.027314953,0,NA,NA,311993.2711,5.42E-09,0,NA,NA,3.91E-08,0,NA,NA,0,0,351866.1021
371,Bristol Bay,Nushagak,1961,NA,1.42E-08,51365.84782,3589.195524,0,NA,4.98E-07,1.43E-07,601.6318351,0,NA,65871.69559,38994.82768,0,NA,0,0,0,160423.1984
372,Bristol Bay,Nushagak,1962,0,6980.330211,51758.96905,2.47E-08,0,34662.90194,1.25E-07,213741.4141,2224.923674,0,1.26E-07,169010.8463,41624.75421,0,0,0,0,0,520004.1395
373,Bristol Bay,Nushagak,1963,0,11313.93764,19633.74109,10664.78888,0,6.76E-08,210435.6348,22240.48082,2.22E-08,0,0,47669.84211,188106.8929,0,0,0,0,0,510065.3182
374,Bristol Bay,Nushagak,1964,0,2.13E-08,40442.48778,38788.9233,0,1451.002482,30.80855892,2.19E-07,22924.70511,0,0,166547.306,8209.963347,0,0,12800.68845,0,0,291195.885
375,Bristol Bay,Nushagak,1965,0,13963.98959,9660.595001,1350.564204,0,0.000459733,1.47E-07,4.96E-05,226.3856659,0,0,66347.76292,20282.03461,0,0,0,0,0,111831.3325
376,Bristol Bay,Nushagak,1966,0,2116.995964,13934.20232,0,0,1.20E-07,2.94E-05,51330.16311,0,0,0,124685.0994,10697.68354,0,0,0,1.14E-09,0,202764.1443
377,Bristol Bay,Nushagak,1967,0,4968.436701,83442.93379,1060.561545,0,2.70E-05,86140.10876,672473.5112,3.45E-06,0,0,15074.15277,1962.881511,0,0,0,0,0,865122.5863
378,Bristol Bay,Nushagak,1968,0,9147.924907,26639.70722,0,0.000251831,669.8680471,91353.33225,520070.5461,1.78E-09,0.000246029,7.63E-10,5088.87342,1.43E-07,0,0,0,0,0,652970.2524
379,Bristol Bay,Nushagak,1969,0,2.57E-08,1.32E-09,7853.863796,0,2290.057444,118677.0863,47473.7888,4048.090577,0,2.63E-09,4.87E-08,1.25E-09,8.21E-09,0,0,0,0,180342.8869
380,Bristol Bay,Nushagak,1970,0,0,97506.88102,5025.873237,0,7.46E-08,35190.14661,293844.5754,2760.404468,0,7843.404526,4510.135869,6402.888774,0,0,0,0,0,453084.3099
381,Bristol Bay,Nushagak,1971,0,2653.718361,3369.782616,1.04E-08,0,0,4814.987879,66889.05854,4045.320726,0,0,3.76E-09,4530.481335,0,0,0,0,0,86303.34945
382,Bristol Bay,Nushagak,1972,0,1210.673054,9601.371451,0,0,0,127285.0388,12168.93574,3442.495114,0,0,36821.12876,278589.1404,0,0,0,0,0,469118.7833
383,Bristol Bay,Nushagak,1973,0,3598.438901,75229.3132,887.0156117,128.1474044,3816.14182,0.985516489,807916.2337,2596.490081,0,486.2305095,745792.848,93564.57856,0,0,0,0,0,1734016.423
384,Bristol Bay,Nushagak,1974,0,4045.622725,25301.72151,1815.776189,0,0.004115051,71034.18375,863254.6868,7.45E-06,0,0.757645511,28354.82294,157501.4359,0,0,0,0,0,1151309.012
385,Bristol Bay,Nushagak,1975,0,1111.573674,3.28E-08,1.22E-08,0,0,0.006575082,1231778.496,12061.64072,0,0,46130.07493,87718.04453,0,0,0,0,0,1378799.837
386,Bristol Bay,Nushagak,1976,0,15231.33367,16604.0741,13547.77799,0,0,4.71E-06,69.63662419,7.65E-09,0,0,61562.1412,43018.86729,0,0,0,0,0,150033.8309
387,Bristol Bay,Nushagak,1977,0,6032.604678,62380.83441,9.76E-09,2595.98895,33597.73019,622880.0563,4934293.184,95362.89379,0,2.27E-07,347527.8339,34913.74906,0,0,604.9120848,0,0,6140189.787
388,Bristol Bay,Nushagak,1978,0,0,16136.16225,63770.31764,0,0,190046.5424,3422922.562,57970.41659,0,0,154757.0808,108874.7025,0,0,0,0,0,4014477.784
389,Bristol Bay,Nushagak,1979,0,1.16E-08,345825.4113,133718.0477,0,3.06E-09,21273.97924,3028330.454,92537.4152,0,3.82E-09,203259.6421,406715.3826,4.28E-08,0,0,0,0,4231660.332
390,Bristol Bay,Nushagak,1980,0,72863.20497,529083.8196,1.36E-07,0,0,89106.41764,933191.7713,4.55E-08,0,7963.625664,2.90E-09,6076.612516,0,0,0,0,0,1638285.452
391,Bristol Bay,Nushagak,1981,0,22436.20696,523064.7794,34504.48398,0,9.68E-10,430996.6673,767683.4276,45525.50387,0,0,11883.06285,3.74E-09,0,0,4.04E-09,0,0,1836094.132
392,Bristol Bay,Nushagak,1982,0,30303.8836,101602.1488,8931.036861,0,0,19768.344,312947.3359,8819.919131,0,0,2.65E-09,5.62E-09,0,0,0,0,0,482372.6683
393,Bristol Bay,Nushagak,1983,0,82470.02963,420279.4083,34030.6014,0,0,250006.0042,1576924.657,5804.331395,0,0,167393.1908,121331.4386,6.69E-09,0,0,0,0,2658239.661
394,Bristol Bay,Nushagak,1984,0,115054.7119,502453.4795,111519.9023,0,1194.615865,125109.0281,594091.3031,71345.32744,0,0,2611.887391,4.61E-07,572.7557029,0,0,0,0,1523953.011
395,Bristol Bay,Nushagak,1985,8.90E-08,10147.15594,218564.4094,26533.24332,0,275.8405432,233673.0593,543194.4507,17209.83013,0,0,1.74E-07,6628.185665,0,0,0,0,0,1056226.175
396,Bristol Bay,Nushagak,1986,0,85590.51352,533284.5557,63475.49296,0,1.55E-05,46770.54122,432522.5917,20857.6808,0,0,5890.141174,19466.50132,0,0,0,0,0,1207858.018
397,Bristol Bay,Nushagak,1987,0,94281.42286,803990.2061,54040.47065,0,0,63478.09565,638819.1254,18463.50614,0,0,3961.820129,1889.908319,0,0,0,0,0,1678924.555
398,Bristol Bay,Nushagak,1988,0,174614.9908,667893.3031,217691.0628,0,0,98020.45328,791155.338,200173.7284,0,0,2858.397397,10900.23944,6.60E-09,0,0,0,0,2163307.513
399,Bristol Bay,Nushagak,1989,0,53519.95053,450950.2456,110429.8141,0,0,32993.81938,660534.6882,122521.5079,0,0,2.43E-09,50092.45905,819.518467,0,0,0,0,1481862.003
400,Bristol Bay,Nushagak,1990,0,87497.34276,463980.4373,19981.36583,0,0,206199.4889,1651453.312,72228.52919,0,0,15735.1581,11516.81722,1954.926164,0,0,0,0,2530547.377
401,Bristol Bay,Nushagak,1991,0,108080.0633,588589.8911,113334.8253,0,0,105904.2348,693606.1359,22474.67646,0,0,5343.426962,7213.856392,0,0,0,0,0,1644547.11
402,Bristol Bay,Nushagak,1992,0,13533.57707,138115.6927,4627.141436,0,0,37828.35543,292042.1351,8432.669609,6.13E-05,0,1126.023026,3919.950697,0,0,0,0,0,499625.5451
403,Bristol Bay,Nushagak,1993,0,102933.0352,340637.7565,1046.624903,0,400.6411556,124515.3626,1073214.744,124084.2882,0,0,13238.50249,21790.50665,5910.237947,0,231.9033957,0,0,1808003.603
404,Bristol Bay,Nushagak,1994,0,41500.76197,49450.25964,2.16E-09,0,0,130535.0651,567660.1635,56241.8938,0,188.8039905,2430.011369,10371.38373,2.16E-09,0,0,2.45E-09,0,858378.3431
405,Bristol Bay,Nushagak,1995,0,1503.921218,28616.33437,0,0,0,48386.28125,828614.679,102421.8044,0,0,9026.605584,4492.953356,1.09E-09,0,0,0,0,1023062.579
406,Bristol Bay,Nushagak,1996,0,2075.994927,0,0,0,207.1069075,70182.15569,277738.1282,7773.981012,0,0,772.8944978,3131.505732,0,0,2.46E-09,0,0,361881.7669
407,Bristol Bay,Nushagak,1997,0,0,0,0,0,563.0127976,62890.76412,925448.8191,186961.5354,0,1.85E-09,5624.843417,34268.72317,0,0,0,0,0,1215757.698
408,Bristol Bay,Nushagak,1998,0,0,0,0,0,0,363788.3909,1857241.286,99273.38219,0,0,13338.38224,7198.538599,0,0,0,0,0,2340839.98
409,Bristol Bay,Nushagak,1999,0,0,0,0,0,0,37572.18941,423104.9055,27111.87207,3141.628384,0,4811.357861,10398.01781,0,0,0,0,0,506139.971
